brand_0,brand_1,brand_2,brand_3,brand_4,brand_5,model,model_year,milage,fuel_type,ext_col,int_col,accident,price,engin_hp,engine_displacement,transmission_type,num_gears
0,0,0,0,0,1,1,-0.4380015123417243,0.002427192342247066,4,0,4,1,-1.2829997573284382,-0.20298292471331159,-0.12852203673514817,0,-0.4492293171929121
0,0,0,0,1,0,1,0.9192530290905728,-0.37306888895408125,1,-1,2,1,0.30907193801834476,0.12388871455804489,-0.12852203673514817,1,1.3962903776397193
0,0,0,0,1,1,1,1.08890984676961,-0.7397796862269647,1,-1,4,0,0.7390633115377941,0.12388871455804489,-0.12852203673514817,1,-0.4492293171929121
0,0,0,1,0,0,1,-0.09868787698365002,0.6559847023665106,3,0,4,0,-0.7773743852253299,0.3314571743877495,-0.12852203673514817,0,0.604302441553323
0,0,0,1,0,1,1,0.9192530290905728,-1.2767395318286368,1,-1,4,0,0.21056733677663594,0.12388871455804489,-1.04104528918255,1,1.3962903776397193
0,0,0,1,1,0,1,0.07096894069538712,1.2654487109555643,1,3,-1,0,-0.8343795047519389,0.12388871455804489,-1.04104528918255,0,-0.4492293171929121
0,0,0,1,0,1,2,0.24062575837442426,0.582629309364454,1,-1,4,0,0.06503932216092895,-0.2877547889531811,-1.04104528918255,0,-0.4492293171929121
0,0,0,1,1,1,1,-2.47388332449017,2.258826581463988,1,-1,-1,0,-1.714126873788213,-0.3960329490205437,0.5984744992891944,0,-0.4492293171929121
0,0,0,0,1,1,2,0.9192530290905728,-0.7039730812378596,1,0,4,0,0.4261391491071867,-0.08896308091163976,-0.12852203673514817,0,-0.4492293171929121
0,0,1,0,0,0,1,0.7495962114115357,-0.39256233707226246,0,0,4,0,1.0302684450669473,1.7799030830103544,-0.12852203673514817,0,-0.4492293171929121
0,0,1,0,0,1,1,0.9192530290905728,-0.5724087698907645,1,-1,-1,0,1.0944637572060065,0.12388871455804489,-0.12852203673514817,1,-0.4492293171929121
0,0,1,0,1,0,1,0.5799393937324986,-0.7262667174611105,1,3,4,0,2.1485444443598647,2.272001436272764,1.2052230569747027,0,1.3962903776397193
0,0,1,0,1,1,1,0.9192530290905728,-1.137442602590411,1,-1,4,0,0.7150838356560394,0.5863401607978578,-0.12852203673514817,0,-0.4492293171929121
0,0,1,1,0,0,1,1.08890984676961,-0.8913709859099295,1,0,3,0,0.8887717728544295,0.7433645945763473,-0.12852203673514817,0,-0.4492293171929121
0,0,1,1,0,1,1,0.7495962114115357,-0.9838177810282913,1,3,4,0,0.5867223099619105,0.12388871455804489,-1.04104528918255,1,-0.4492293171929121
0,0,1,0,0,1,2,-0.4380015123417243,0.5176469566258103,1,1,4,0,0.025211404773151754,0.5238773773345635,1.2052230569747027,0,-0.4492293171929121
0,0,1,1,1,0,1,0.9192530290905728,-1.9834549032344955,1,2,-1,0,2.4908306832958513,0.12388871455804489,-1.04104528918255,1,2.0110275120759313
0,0,1,1,1,1,1,-0.4380015123417243,0.19912066786162122,1,0,2,0,-0.6785195347287059,-0.1507997450275573,-0.12852203673514817,0,-0.4492293171929121
0,1,0,0,0,0,1,-2.1345696891320958,0.4243831361856772,1,-1,0,0,-1.2012030873629658,-0.3415643887817836,-0.12852203673514817,0,-0.4492293171929121
0,0,1,1,0,1,2,0.4102825760534614,-0.3598689783492649,1,-1,4,0,1.0100079032153442,1.8909688481830074,1.2052230569747027,0,1.3962903776397193
0,1,0,0,0,1,1,1.258566664448647,-1.5729955758470393,1,-1,1,0,0.8502195396854196,0.5238773773345635,-0.12852203673514817,0,1.3962903776397193
0,1,0,0,1,0,1,-2.6435401421692073,1.2325126252978944,4,-1,4,0,-2.3281273627320136,-2.2467592620433807,-1.04104528918255,0,-0.4492293171929121
0,0,0,1,1,1,2,0.7495962114115357,-0.6218887776096303,1,1,1,0,0.3275517795899057,0.12388871455804489,-0.12852203673514817,1,-0.4492293171929121
0,0,0,0,0,1,2,1.258566664448647,-1.8243123951682103,1,-1,4,0,0.8205049264161202,0.12388871455804489,-0.12852203673514817,1,-0.4492293171929121
0,1,0,0,1,0,2,0.9192530290905728,0.02295682780844657,1,-1,4,0,0.8696587790375756,0.34079845322998586,1.2052230569747027,0,2.1846000796726757
0,0,0,0,1,0,2,1.08890984676961,-1.1797135332573285,1,0,4,0,0.11437539142777035,-0.4622931776659175,-1.04104528918255,0,-0.4492293171929121
0,1,0,0,0,0,2,0.07096894069538712,0.7656080423395082,1,-1,4,0,-0.9028491173309299,0.12388871455804489,-2.2813513459757693,1,-0.4492293171929121
0,0,1,1,1,0,2,0.9192530290905728,-0.918640643249412,1,2,4,0,0.8501215053131009,0.5863401607978578,-1.04104528918255,0,-0.4492293171929121
0,0,0,1,1,1,3,-0.09868787698365002,0.34033551780898114,1,2,4,0,-0.1609733508745401,1.115390671559974,0.5984744992891944,0,1.3962903776397193
0,0,0,1,0,1,3,0.24062575837442426,0.5500827801344644,4,-1,4,0,-0.38443543248079953,0.12388871455804489,-1.04104528918255,1,1.3962903776397193
0,0,1,1,1,0,3,0.4102825760534614,-0.5370774088421313,1,3,4,0,0.5867716814103384,0.40567770001076475,-0.12852203673514817,0,2.0110275120759313
0,0,1,1,1,1,2,-1.6255992360949842,2.6934204312445065,1,3,2,1,-1.2125537854827186,0.2465439271380631,1.2052230569747027,0,-0.4492293171929121
0,0,0,1,1,1,4,0.7495962114115357,-0.3654413004767292,3,0,4,0,-0.19447416195754744,0.12388871455804489,-0.12852203673514817,1,-0.4492293171929121
0,1,0,0,1,1,1,-0.7773151476997986,1.6308638794289558,1,0,4,0,-1.9620805075716874,-0.4622931776659175,-0.12852203673514817,0,-0.4492293171929121
0,0,0,0,1,1,3,0.07096894069538712,1.0563233275263635,1,0,1,0,0.5592916872340518,0.5951979190019409,1.2052230569747027,0,1.3962903776397193
0,1,0,1,0,0,1,0.24062575837442426,1.0600215624952622,1,-1,4,0,-0.7460730634695398,-1.6938118303388363,-1.04104528918255,0,-0.4492293171929121
0,0,0,1,1,1,5,0.4102825760534614,-0.1427887827693783,1,2,4,0,0.1616313980478492,0.12388871455804489,-0.12852203673514817,1,-0.4492293171929121
0,0,0,1,0,1,4,-0.6076583300207614,1.1396866851930165,1,3,4,0,-1.4515270730168273,-1.2544628089991616,-1.04104528918255,0,1.3962903776397193
0,0,0,0,1,0,3,-1.455942418415947,-0.9714040032543421,1,-1,1,0,-1.5679993918379664,-1.8002266993171485,-1.04104528918255,0,-0.4492293171929121
0,0,0,1,1,1,6,-0.2683446946626872,0.3574351417445972,1,1,1,1,-0.46539473025161027,-0.8825823572760038,-1.04104528918255,0,-0.4492293171929121
0,1,0,1,0,1,1,-0.7773151476997986,-0.8162392935631639,4,0,4,0,1.1863381692583828,1.9046924094871396,1.7273431874339287,0,-0.4492293171929121
